producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
301198;39;0005-2736;;;;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;;;;10.1016/j.bbamem.2018.08.002;ELSEVIER SCIENCE BV;NO INDEXADO
301202;32;0300-9564;;;;JOURNAL OF NEURAL TRANSMISSION. GENERAL SECTION.;;;;10.1007/s00702-018-1913-1;SPRINGER WIEN;NO INDEXADO
301204;39;0927-7757;;473;481;COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS;555;;;10.1016/j.colsurfa.2018.07.028;ELSEVIER SCIENCE BV;NO INDEXADO
301238;1;1514-0121;;;;AUSTER;23;;;;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
301244;54;0567-7920;;241;260;ACTA PALAEONTOLOGICA POLONICA;63;2;;;INST PALEOBIOLOGII PAN;NO INDEXADO
301245;21;;;1;11;INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY;;;;10.1002/oa.2693;JOHN WILEY & SONS LTD;NO INDEXADO
301249;82;0007-4853;;;;BULLETIN OF ENTOMOLOGICAL RESEARCH;;;;;CAMBRIDGE UNIV PRESS;NO INDEXADO
301264;21;1098-0121;;;;PHYSICAL REVIEW B;;;;;AMER PHYSICAL SOC;NO INDEXADO
301265;21;2214-7853;;;;MATERIALS TODAY - PROCEEDINGS;;;;;ELSEVIER;NO INDEXADO
301279;556;2251-8169;;255;264;PERSIAN JOURNAL OD ACAROLOGY;7;3;;10.22073/pja.v7i3.37039; ACAROLOGICAL SOCIETY OF IRAN ;NO INDEXADO
301288;35;1133-3634;;1181;1200;SIGNA (MADRID);;27;;;ASOCIACIÓN ESPAÑOLA DE SEMIÓTICA;NO INDEXADO
301289;1;1852-4478;;;;OLIVAR;17;26;;;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
301290;1;1851-8753;;97;115;SCRIPTA MEDIAEVALIA. REVISTA DE PENSAMIENTO MEDIEVAL;11;1;;;CENTRO DE ESTUDIOS FILOSÓFICOS MEDIEVALES, FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD NACIONAL DE CUYO;NO INDEXADO
301292;39;0005-2736;;;;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;;;;10.1016/j.bbamem.2018.08.002;ELSEVIER SCIENCE BV;NO INDEXADO
301293;21;0969-8043;;62;67;APPLIED RADIATION AND ISOTOPES;137;;;10.1016/j.apradiso.2018.03.011;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
301298;21;2574-1241;;1;2;BIOMEDICAL JOURNAL OF SCIENTIFIC & TECHNICAL RESEARCH;3;2;;10.26717/BJSTR.2018.03.000867;BIOMED;NO INDEXADO
301299;45;;;;;FRONTIERS IN MICROBIOLOGY;9;JUN;;10.3389/fmicb.2018.01370;FRONTIERS MEDIA S.A.;NO INDEXADO
301300;21;0882-4010;;259;263;MICROBIAL PATHOGENESIS;123;;;10.1016/j.micpath.2018.07.011;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;NO INDEXADO
301304;22;1076-9757;;171;213;JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH, THE;61;;;;AI ACCESS FOUNDATION;NO INDEXADO
301305;1;;;;;ANUARIO FACULTAD DE CIENCIAS HUMANAS;;;;;EDUNLPAM;NO INDEXADO
301307;21;0035-8711;;2;24;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;479;1;;10.1093/mnras/sty1131;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301327;21;1569-8025;;;;JOURNAL OF COMPUTATIONAL ELECTRONICS;;5221;;10.1007/s10825-018-1232-7;SPRINGER NEW YORK LLC;NO INDEXADO
301331;45;;;1;15;FRONTIERS IN ENDOCRINOLOGY;9;;;10.3389/fendo.2018.00182; FRONTIERS MEDIA S.A.;NO INDEXADO
301332;82;;;;;EUROPEAN ENDOCRINOLOGY;;;;;TOUCH MEDICAL MEDIA ;NO INDEXADO
301334;21;0003-9861;;43;54;ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS;655;;;10.1016/j.abb.2018.08.007;ELSEVIER SCIENCE INC;NO INDEXADO
301337;1;0325-2590;;1;999;ACTUALIDAD PSICOLOGICA;XLII;474;;;ACTUALIDAD PSICOLÓGICA;NO INDEXADO
301350;35;1667-8982;;9;16;SALUD I CIENCIA;22;5;;10.21840/siic/153099;SOC IBEROAMERICANA INFORMACION CIENTIFICA-S I I C;NO INDEXADO
301351;21;0021-9568;;;;JOURNAL OF CHEMICAL AND ENGINEERING DATA;;;;;AMER CHEMICAL SOC;NO INDEXADO
301352;21;0095-9782;;;;JOURNAL OF SOLUTION CHEMISTRY;;;;;SPRINGER/PLENUM PUBLISHERS;NO INDEXADO
301359;6;1390-1079;;;;CHASQUI,REVISTA LATINOAMERICANA DE COMUNICACIÓN;137;;;;CIEPAL;NO INDEXADO
301361;5;0719-7152;;74;91;NOIMAGEN;1;1;;;CENTRO DE ESTUDIOS VISUALES;NO INDEXADO
301364;39;0261-2194;;30;38;CROP PROTECTION;103;;;;ELSEVIER SCI LTD;NO INDEXADO
301369;45;;;;;FRONTIERS IN PHARMACOLOGY;9;;;10.3389/fphar.2018.00335;LAUSANNE : FRONTIERS MEDIA;NO INDEXADO
301370;21;2638-5228;;17;21;ARCHIVES OF UROLOGY;1;1;;;SRYHAWAPUBLICATIONS;NO INDEXADO
301372;21;0021-9606;;;;JOURNAL OF CHEMICAL PHYSICS;149;9;;10.1063/1.5039644;AMER INST PHYSICS;NO INDEXADO
301388;5;0718-2244;;;;MAGALLANIA;;;;;UNIVERSIDAD DE MAGALLANES;NO INDEXADO
301391;1;0327-5159;;;;ARQUEOLOGÍA (BUENOS AIRES);24;2;;;UNIVERSIDAD DE BUENOS AIRES - FFYL;NO INDEXADO
301392;1;0326-7911;;;;COMECHINGONIA. REVISTA DE ARQUEOLOGÍA;;;;;CENTRO DE ESTUDIOS HISTORICOS PROF. CARLOS A. SEGRETI;NO INDEXADO
301406;39;0169-4332;;;;APPLIED SURFACE SCIENCE;;;;10.1016/j.apsusc.2018.01.272;ELSEVIER SCIENCE BV;NO INDEXADO
301407;82;0957-4484;;;;NANOTECHNOLOGY;29;22;;10.1088/1361-6528/aab53f;IOP PUBLISHING LTD;NO INDEXADO
301408;39;0168-583X;;18;23;NUCLEAR INSTRUMENTS AND METHODS IN PHYSICS RESEARCH B - BEAM INTERACTIONS WITH MATERIALS AND ATOMS;422;;;10.1016/j.nimb.2018.02.025;ELSEVIER SCIENCE BV;NO INDEXADO
301410;31;1029-8479;;;;JOURNAL OF HIGH ENERGY PHYSICS - (ONLINE);2018;2;;10.1007/JHEP02(2018)053;SPRINGER;NO INDEXADO
301413;82;0035-8711;;;;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;;;;10.1093/mnras/sty1480;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301414;82;0300-3256;;623;629;ZOOLOGICA SCRIPTA;47;6;;10.1111/zsc.12305;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301430;21;0033-5894;;563;618;QUATERNARY RESEARCH;89;3;;10.1017/qua.2018.15;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
301431;7;1405-3322;;;;BOLETÍN DE LA SOCIEDAD GEOLÓGICA MEXICANA;;;;;UNIVERSIDAD AUTÓNOMA DE MÉXICO;NO INDEXADO
301432;39;0031-0182;;;;PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY;;;;10.1016/j.palaeo.2018.08.014;ELSEVIER SCIENCE BV;NO INDEXADO
301433;1;2347-081x;;133;152;TEXTOS Y CONTEXTOS DESDE EL SUR;;6;;;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES-UNPSJB;NO INDEXADO
301434;21;1357-2725;;87;93;INTERNATIONAL JOURNAL OF BIOCHEMISTRY AND CELLULAR BIOLOGY;104;;;10.4172/2161-0495-C1-024;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
301441;570;2319-2372;;24;32;IOSR JOURNAL OF AGRICULTURE AND VETERINARY SCIENCE;2;2;;10.9790/2380-1102022432;IOSR JOURNAL OF AGRICULTURE AND VETERINARY SCIENCE;NO INDEXADO
301442;21;1932-6203;;;;PLOS ONE;13;8;;10.1371/journal.pone.0202748;PUBLIC LIBRARY SCIENCE;NO INDEXADO
301443;39;1973-798X;;;;MEDITERRANEAN JOURNAL OF NUTRITION AND METABOLISM;;;;;IOS PRESS;NO INDEXADO
301478;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;10.1590/s1517-707620180002.0416;UNIV FED RIO DE JANEIRO;NO INDEXADO
301479;1;;;;;REVISTA SLTCAUCHO;2018;23;;;SOCIEDAD LATINOAMERICANA DE TECNOLOGÍA DEL CAUCHO;NO INDEXADO
301480;21;;;1;11;FRONTIERS IN PSYCHOLOGY;9;989;;10.3389/fpsyg.2018.00989;FRONTIERS;NO INDEXADO
301490;82;8756-758X;;1;8;FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES (PRINT);;;;10.1111/ffe.12868;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301491;39;0921-5093;;1;8;MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING;733;;;10.1016/j.msea.2018.07.029;ELSEVIER SCIENCE SA;NO INDEXADO
301492;82;;;23891;23902;RSC ADVANCES;8;42;;10.1039/C8RA04452J;ROYAL SOCIETY OF CHEMISTRY;NO INDEXADO
301502;39;0048-9697;;34;43;THE SCIENCE OF TOTAL ENVIRONMENT;645;;;10.1016/j.scitotenv.2018.06.340;ELSEVIER B.V.;NO INDEXADO
301503;39;0026-265X;;72;81;MICROCHEMICAL JOURNAL;143;;;10.1016/j.microc.2018.07.027;ELSEVIER SCIENCE BV;NO INDEXADO
301504;1;2313-9862;;;;REV. ARG. DE PARASITOLOGÍA;;;;;ASOCIACIÓN PARASITOLÓGICA ARGENTINA (APA);NO INDEXADO
301506;21;0046-225X;;519;526;ENVIRONMENTAL ENTOMOLOGY;47;3;;10.1093/ee/nvy025;ENTOMOLOGICAL SOC AMER;NO INDEXADO
301511;82;1748-9326;;;;ENVIRONMENTAL RESEARCH LETTERS;13;1;;10.1088/1748-9326/aa9eb6;IOP PUBLISHING LTD;NO INDEXADO
301524;1;2250-6942;;;;DE PRÁCTICAS Y DISCURSOS;;;;;UNIVERSIDAD NACIONAL DEL NORDESTE;NO INDEXADO
301526;21;1354-1013;;1935;1951;GLOBAL CHANGE BIOLOGY;24;5;;10.1111/gcb.14024;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301527;21;0028-646X;;1315;1317;NEW PHYTOLOGIST;218;4;;10.1111/nph.15145;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301540;21;0895-9811;;362;373;JOURNAL OF SOUTH AMERICAN EARTH SCIENCES;85;;;10.1016/j.jsames.2018.05.012;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
301541;21;0096-1191;;210;222;JOURNAL OF FORAMINIFERAL RESEARCH;;3;;;CUSHMAN FOUNDATION FORAMINIFERAL RES;NO INDEXADO
301542;21;;;1879;1887;JOURNAL OF GEOPHYSICAL RESEARCH: BIOGEOSCIENCES;123;6;;10.1029/2017JG004176;WILEY;NO INDEXADO
301544;82;1546-542X;;;;INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY;;;;10.1111/ijac.12904;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301556;1;2469-049X;;;;REVISTA CÓDIGO CIVIL Y COMERCIAL;2018;22;;;LA LEY;NO INDEXADO
301557;1;2469-049X;;37;38;REVISTA CÓDIGO CIVIL Y COMERCIAL;;;;;LA LEY;NO INDEXADO
301558;82;0950-9232;;;;ONCOGENE;;;;10.1038/s41388-018-0422-x;NATURE PUBLISHING GROUP;NO INDEXADO
301559;1;0120-0631;;45;145;BOLETÍN DE LA DIRECCIÓN DE ESTUDIOS HISTÓRICOS DE LA FUERZA AÉREA;;8;;;DIRECCIÓN DE ESTUDIOS HISTÓRICOS DE LA FUERZA AÉREA;NO INDEXADO
301562;39;0963-9969;;;;FOOD RESEARCH INTERNATIONAL;;;;10.1016/j.foodres.2018.08.081;ELSEVIER SCIENCE BV;NO INDEXADO
301563;39;2468-8231;;;;MOLECULAR CATALYSIS;;;;;ELSEVIER;NO INDEXADO
301564;21;2165-3402;;451;464;ADVANCES IN MICROBIOLOGY;08;06;;10.4236/aim.2018.86030;SCIENTIFIC RESEARCH PUBLISHING (SCIRP);NO INDEXADO
301565;21;0022-2011;;36;44;JOURNAL OF INVERTEBRATE PATHOLOGY;157;;;10.1016/j.jip.2018.08.005;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
301567;21;0076-2997;;163;170;MALACOLOGIA;62;1;;10.4002/040.062.0105;INST MALACOL;NO INDEXADO
301568;21;1932-6203;;;;PLOS ONE;13;6;;10.1371/journal.pone.0198361;PUBLIC LIBRARY SCIENCE;NO INDEXADO
301577;21;0272-4634;;1;17;JOURNAL OF VERTEBRATE PALEONTOLOGY;;;;10.1080/02724634.2018.1480112;SOC VERTEBRATE PALEONTOLOGY;NO INDEXADO
301578;82;0038-6804;;;;SPECIAL PAPERS IN PALAEONTOLOGY SERIES;;;;;PALAEONTOLOGICAL ASSOC;NO INDEXADO
301579;1;0002-7014;;339;342;AMEGHINIANA;55;3;;10.5710/AMGH.06.02.2018.3174;ASOCIACION PALEONTOLOGICA ARGENTINA;NO INDEXADO
301587;82;;;;;ROYAL SOCIETY OPEN SCIENCE;5;3;;10.1098/rsos.171773;THE ROYAL SOCIETY PUBLISHING;NO INDEXADO
301600;82;0307-6946;;;;ECOLOGICAL ENTOMOLOGY;;;;;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301601;82;1442-9985;;;;AUSTRAL ECOLOGY;;;;;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301602;82;0376-8929;;;;ENVIRONMENTAL CONSERVATION;;;;;CAMBRIDGE UNIV PRESS;NO INDEXADO
301603;39;0939-6411;;115;122;EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS;130;;;10.1016/j.ejpb.2018.06.023;ELSEVIER SCIENCE BV;NO INDEXADO
301606;7;0185-1918;;247;268;REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES;63;232;;10.22201/fcpys.2448492xe.2018.232.56580;FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO;NO INDEXADO
301607;4;0121?5167;;;;ESTUDIOS POLÍTICOS;;53;;10.17533/udea.espo.n53a09;UNIVERSIDAD DE ANTIOQUIA;NO INDEXADO
301608;21;0800-0395;;;;POLAR RESEARCH;;;;;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301610;31;0959-3993;;1;10;WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY;34;8;;10.1007/s11274-018-2499-3;SPRINGER;NO INDEXADO
301614;21;0197-7520;;;;SOCIETY OF PETROLEUM ENGINEERS;SPE;;;10.2118/190408-MS;THE EDITORIAL REVIEW COMMITTEE/ SOCIETY OF PETROLEUM ENGINEERS;NO INDEXADO
301619;1;2524-9290;;;;BORDES;;;;;UNIVERSIDAD DE JOSÉ C PAZ;NO INDEXADO
301621;1;;;;;RAMR;18;3;;;RARM;NO INDEXADO
301625;21;1932-6203;;;;PLOS ONE;13;8;;10.1371/journal.pone.0202808;PUBLIC LIBRARY SCIENCE;NO INDEXADO
301630;21;0066-4804;;;;ANTIMICROBIAL AGENTS AND CHEMOTHERAPY;62;4;;10.1128/AAC.01916-17;AMER SOC MICROBIOLOGY;NO INDEXADO
301632;21;0022-3042;;570;584;JOURNAL OF NEUROCHEMISTRY;146;5;;10.1111/jnc.14547;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301633;82;1759-9954;;4189;4252;POLYMER CHEMISTRY;9;31;;10.1039/C8PY00760H;ROYAL SOCIETY OF CHEMISTRY;NO INDEXADO
301635;31;0959-3993;;;;WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY;34;9;;10.1007/s11274-018-2519-3;SPRINGER;NO INDEXADO
301638;21;1557-5969;;429;440;JOURNAL OF CELLULAR AUTOMATA;13;5-6;;;OLD CITY PUBLISHING INC;NO INDEXADO
301662;21;1550-7998;;;;PHYSICAL REVIEW D;97;6;;10.1103/PhysRevD.97.068301;AMER PHYSICAL SOC;NO INDEXADO
301664;41;1029-8479;;;;JOURNAL OF HIGH ENERGY PHYSICS - (ONLINE);;;;;SPRINGER;NO INDEXADO
301666;39;0016-2361;;1287;1293;FUEL;235;;;10.1016/j.fuel.2018.08.123;ELSEVIER SCI LTD;NO INDEXADO
301667;1;1668-7515;;213;232;ASTROLABIO;;20;;;CONICET - UNR;NO INDEXADO
301668;1;1668-5458;;31;48;POBLACIÓN DE BUENOS AIRES;;27;;;DIRECCIÓN GENERAL DE ESTADÍSTICA Y CENSOS - GOBIERNO DE LA CIUDAD DE BUENOS AIRES;NO INDEXADO
301671;31;1612-4642;;;;EUROPEAN JOURNAL OF WILDLIFE RESEARCH;64;4;;10.1007/s10344-018-1210-1;SPRINGER;NO INDEXADO
301672;3;0102-311X;;;;CADERNOS DE SAÃºDE PÃºBLICA;;;;;CADERNOS SAUDE PUBLICA;NO INDEXADO
301673;5;0718-9508;;;;JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION;;;;;JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION;NO INDEXADO
301674;21;1042-8275;;23;31;OCEANOGRAPHY;31;4;;;OCEANOGRAPHY SOC;NO INDEXADO
301687;21;2469-9985;;1;7;PHYSICAL REVIEW C;97;;;;AMERICAN PHYSICAL SOCIETY;NO INDEXADO
301688;39;0375-9474;;35;64;NUCLEAR PHYSICS A;978;;;;ELSEVIER SCIENCE BV;NO INDEXADO
301694;1;1851-6076;;24;35;PRÁCTICAS DE OFICIO. INVESTIGACIÓN Y REFLEXIÓN EN CIENCIAS SOCIALES;1;21;;;PROGRAMA  DE  POSGRADO  EN  CIENCIAS  SOCIALES  DE  LA  UNIVERSIDAD  NACIONAL  DE  GENERAL  SARMIENTO  Y  DEL  INSTITUTO  DE  DESARROLLO   ECONÓMICO   Y   SOCIAL.;NO INDEXADO
301695;1;0329-3807;;;;ANCLAJES;;;;;INSTITUTO DE INVESTIGACIONES LITERARIAS Y DISCURSIVAS DE LA UNIVERSIDAD NACIONAL DE LA PAMPA;NO INDEXADO
301699;21;0036-1410;;;;SIAM JOURNAL ON MATHEMATICAL ANALYSIS;;;;;SIAM PUBLICATIONS;NO INDEXADO
301700;39;0308-8146;;192;199;FOOD CHEMISTRY;266;;;10.1016/j.foodchem.2018.06.002;ELSEVIER SCI LTD;NO INDEXADO
301701;1;;;;;DESCENTRADA. REVISTA INTERDISCIPLINARIA DE FEMINISMOS Y GÉNERO;2;2;;;UNIVERSIDAD NACIONAL DE LA PLATA. FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN. CENTRO INTERDISCIPLINARIO DE INVESTIGACIONES EN GÉNERO (CINIG);NO INDEXADO
301717;45;;;;;GENES;9;1;;10.3390/genes9010046;MDPI AG;NO INDEXADO
301718;21;1932-6203;;;;PLOS ONE;13;6;;10.1371/journal.pone.0199127;PUBLIC LIBRARY SCIENCE;NO INDEXADO
301720;4;0120-3053;;;;APUNTES DEL CENES;37;66;;10.19053/01203053.v37.n66.2019.7328;ESCUELA DE ECONOMÍA - FACULTAD DE CIENCIAS ECONÓMICAS Y ADMINISTRATIVAS - UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA;NO INDEXADO
301721;82;0035-8711;;1760;1771;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;477;2;;10.1093/mnras/sty611;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301722;31;0929-1873;;1095;1099;EUROPEAN JOURNAL OF PLANT PATHOLOGY;151;4;;10.1007/s10658-018-1422-y;SPRINGER;NO INDEXADO
301723;1;;;40;70;H-INDUSTRI@ REVISTA DE HISTORIA DE LA INDUSTRIA, LOS SERVICIOS Y LAS EMPRESAS EN AMÉRICA LATINA;12;22;;;FACULTAD DE CIENCIAS ECONÓMICAS - UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
301724;21;1364-5072;;209;219;JOURNAL OF APPLIED MICROBIOLOGY;124;1;;10.1111/jam.13610;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301725;39;0040-1951;;120;136;TECTONOPHYSICS;742;;;;ELSEVIER SCIENCE BV;NO INDEXADO
301770;45;;;;;FRONTIERS IN IMMUNOLOGY;;;;10.3389/fimmu.2018.01441;FRONTIERS;NO INDEXADO
301773;21;0191-2917;;;;PLANT DISEASE;102;4;;10.1094/PDIS-07-17-1023-PDN;AMER PHYTOPATHOLOGICAL SOC;NO INDEXADO
301774;21;0032-0862;;277;294;PLANT PATHOLOGY;67;2;;10.1111/ppa.12748;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301779;21;1081-1710;;117;124;JOURNAL OF VECTOR ECOLOGY;43;1;;;SOC VECTOR ECOLOGY;NO INDEXADO
301782;39;0304-8853;;;;JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS;;;;10.1016/j.jmmm.2018.08.070;ELSEVIER SCIENCE BV;NO INDEXADO
301786;1;1850-678X;;;;REVISTA DE LA SOCIEDAD ARGENTINA DE OBESIDAD Y TRASTORNOS ALIMENTARIOS;;;;;SAOTA;NO INDEXADO
301788;3;0103-846X;;254;257;REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÃ¡RIA;27;2;;10.1590/s1984-296120180026;BRAZILIAN COLL VETERINARY PARASITOLOGY;NO INDEXADO
301810;39;0168-1923;;59;68;AGRICULTURAL AND FOREST METEOROLOGY;263;;;10.1016/j.agrformet.2018.08.001;ELSEVIER SCIENCE BV;NO INDEXADO
301814;3;;;705;712;CHECK LIST JOURNAL;14;5;;10.15560/14.5.705;CHECK LIST JOURNAL;NO INDEXADO
301815;1;2545-8655;;14;23;ANALES DE LA ASOCIACIÓN QUÍMICA ARGENTINA;105;1;;;ASOCIACIÓN QUÍMICA ARGENTINA;NO INDEXADO
301819;21;0076-2997;;;;MALACOLOGIA;;;;;INST MALACOL;NO INDEXADO
301820;1;;;92;99;VOCES EN EL FENIX;;68;;;FACULTAD DE CIENCIAS ECONÓMICAS, UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
301830;45;;;;;FRONTIERS IN IMMUNOLOGY;9;273;;10.3389/fimmu.2018.00273;FRONTIERS IN IMMUNOLOGY;NO INDEXADO
301837;4;0122-0810;;;;CUADERNOS DE LITERATURA;43;;;;UNIVERSIDAD JAVERIANA;NO INDEXADO
301838;35;;;107;129;452ºF;18;;;;UNIVERSIDAD DE BARCELONA;NO INDEXADO
301843;1;;;;;TOMA UNO;;;;;UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
301851;35;2340-8480;;51;83;MATERIALIDADES. PERSPECTIVAS ACTUALES EN CULTURA MATERIAL;5;;;;UNIVERSIDAD DE LAS ISLAS BALEARES;NO INDEXADO
301853;45;;;1;10;FRONTIERS IN PLANT SCIENCE;9;;;10.3389/fpls.2018.00195;FRONTIERS MEDIA S.A.;NO INDEXADO
301870;21;0142-5242;;;;GRASS AND FORAGE SCIENCE (PRINT);;;;10.1111/gfs.12385;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
301880;21;1664-3224;;1;12;FRONTIERS IN IMMUNOLOGY;9;;;10.3389/fimmu.2018.00913;FRONTIERS IN IMMUNOLOGY;NO INDEXADO
301905;39;0926-6690;;488;498;INDUSTRIAL CROPS AND PRODUCTS;112;;;10.1016/j.indcrop.2017.12.040;ELSEVIER SCIENCE BV;NO INDEXADO
301906;3;0102-695X;;393;401;REVISTA BRASILEIRA DE FARMACOGNOSIA;28;4;;10.1016/j.bjp.2018.05.012;JOHN BENJAMINS PUBLISHING COMPANY;NO INDEXADO
301910;39;1568-5373;;;;JOURNAL OF COGNITION AND CULTURE;;;;; BRILL;NO INDEXADO
301911;31;0039-7857;;;;SYNTHESE (DORDRECHT);;;;;SPRINGER;NO INDEXADO
301912;39;1386-4238;;;;FOUNDATIONS OF CHEMISTRY;;;;;SPRINGER;NO INDEXADO
301913;21;1527-1404;;24;37;JOURNAL OF SEDIMENTARY RESEARCH - (PRINT);88;1;;10.2110/jsr.2017.79;SEPM-SOC SEDIMENTARY GEOLOGY;NO INDEXADO
301918;7;2007-2503;;;;REVISTA DOIA;;21;;;FACULTADE DE ARQUITECTURA DE LA UABJO;NO INDEXADO
301919;3;1809-6077;;;;REVISTA DIREITO DA CIDADE;;;;;PROGRAMA DE PÓS GRADUAÇÃO ? MESTRADO E DOUTORADO - EM DIREITO DA FACULDADE DE DIREITO DA UERJ;NO INDEXADO
301920;7;0187-8611;;;;CIUDADES;;120;;;RED NACIONAL DE INVESTIGACIÓN URBANA;NO INDEXADO
301941;5;0716-1530;;;;BOLETÍN DEL MUSEO CHILENO DE ARTE PRECOLOMBINO;23;2;;;ILUSTRE MUNICIPALIDAD DE SANTIAGO FUNDACIÓN FAMILIA LARRAIN ECHENIQUE ;NO INDEXADO
301954;35;0556-6533;;;;REVISTA ESPANOLA DE ANTROPOLOGIA AMERICANA;;;;;UNIVERSIDAD COMPLUTENSE DE MADRID;NO INDEXADO
301957;1;0327-8859;;;;STYLOS;;27;;;"INSTITUTO DE ESTUDIOS GRECOLATINOS ""PROF. F. NÓVOA"". UNIVERSIDAD CATÓLICA ARGENTINA";NO INDEXADO
301958;5;0718-1329;;;;ITER. ENCUENTROS Y ENSAYOS;;;;;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN. CENTRO DE ESTUDIOS CLÁSICOS;NO INDEXADO
301960;7;0185-3058;;9;38;NOVA TELLUS;36;2;;;UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: CENTRO DE ESTUDIOS CLÁSICOS;NO INDEXADO
302017;9;1995-1043;;;;NEOTROPICAL HELMINTHOLOGY;;;;;ASOCIACIÓN PERUANA DE HELMINTOLOGÍA;NO INDEXADO
302018;1;0325-2957;;;;ACTA BIOQUÃ­MICA CLÃ­NICA LATINOAMERICANA;;;;;FEDERACION BIOQUIMICA PROVINCIA BUENOS AIRES;NO INDEXADO
302019;3;0103-846X;;254;257;REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÃ¡RIA;27;2;;10.1590/s1984-296120180026;BRAZILIAN COLL VETERINARY PARASITOLOGY;NO INDEXADO
302020;21;;;1;2;GENOME ANNOUNCEMENTS;6;7;;10.1128/genomeA.01595-17;AMERICAN SOCIETY FOR MICROBIOLOGY;NO INDEXADO
302022;37;2492-2846;;;;AFD RESEARCH PAPERS;;;;;AGENCE FRANÇAISE DE DÉVELOPPEMENT;NO INDEXADO
302023;1;2313-9978;;58;62;REVISTA TIEMPO LATINOAMERICANO;;103;;;TIEMPO LATINOAMERICANO;NO INDEXADO
302057;1;1851-1201;;;;REVISTA INTERDISCIPLINARIA DE DOCTRINA Y JURISPRUDENCIA. DERECHO DE FAMILIA;;;;;THOMSON REUTERS;NO INDEXADO
302063;1;1852-7116;;;;REVISTA CONTEXTO UNIVERSITARIO;;;;;CONTEXTO UNIVERSITARIO;NO INDEXADO
